Time[s],CH1[V],CH2[V],
1.8200085e-04,-4.00000e-02,-0.00000e+00,
1.8240085e-04,-4.00000e-02,-7.99999e-02,
1.8280085e-04,-4.00000e-02,-0.00000e+00,
1.8320086e-04,-4.00000e-02,-7.99999e-02,
1.8360086e-04,-0.00000e+00,1.16000e+00,
1.8400086e-04,-4.00000e-02,1.72000e+00,
1.8440087e-04,-4.00000e-02,3.16000e+00,
1.8480087e-04,-4.00000e-02,3.20000e+00,
1.8520087e-04,-4.00000e-02,3.32000e+00,
1.8560087e-04,-4.00000e-02,3.28000e+00,
1.8600088e-04,-0.00000e+00,3.32000e+00,
1.8640088e-04,-4.00000e-02,3.32000e+00,
1.8680088e-04,-0.00000e+00,3.28000e+00,
1.8720089e-04,-4.00000e-02,3.32000e+00,
1.8760089e-04,-0.00000e+00,3.28000e+00,
1.8800089e-04,-0.00000e+00,3.28000e+00,
1.8840090e-04,-4.00000e-02,3.32000e+00,
1.8880090e-04,-4.00000e-02,3.28000e+00,
1.8920090e-04,1.88000e+00,-6.40000e-01,
1.8960091e-04,2.28000e+00,-7.99999e-02,
1.9000091e-04,3.24000e+00,-7.99999e-02,
1.9040091e-04,-0.00000e+00,-0.00000e+00,
1.9080091e-04,-7.99999e-02,-7.99999e-02,
1.9120092e-04,-4.00000e-02,-7.99999e-02,
1.9160092e-04,-4.00000e-02,-0.00000e+00,
1.9200092e-04,-4.00000e-02,-7.99999e-02,
1.9240093e-04,-4.00000e-02,-0.00000e+00,
1.9280093e-04,-4.00000e-02,-7.99999e-02,
1.9320093e-04,-4.00000e-02,-0.00000e+00,
1.9360094e-04,-4.00000e-02,-7.99999e-02,
1.9400094e-04,-0.00000e+00,1.44000e+00,
1.9440094e-04,-4.00000e-02,1.92000e+00,
1.9480094e-04,-4.00000e-02,3.16000e+00,
1.9520095e-04,-4.00000e-02,3.20000e+00,
1.9560095e-04,-0.00000e+00,3.32000e+00,
1.9600095e-04,-4.00000e-02,3.28000e+00,
1.9640096e-04,-0.00000e+00,3.32000e+00,
1.9680096e-04,-4.00000e-02,3.28000e+00,
1.9720096e-04,2.76000e+00,3.48000e+00,
1.9760097e-04,2.92000e+00,3.40000e+00,
1.9800097e-04,3.28000e+00,3.32000e+00,
1.9840097e-04,3.28000e+00,3.32000e+00,
1.9880098e-04,3.32000e+00,3.28000e+00,
1.9920098e-04,3.28000e+00,3.28000e+00,
1.9960098e-04,3.32000e+00,3.24000e+00,
2.0000098e-04,3.28000e+00,3.28000e+00,
2.0040099e-04,3.28000e+00,3.24000e+00,
2.0080099e-04,3.28000e+00,3.28000e+00,
2.0120099e-04,3.28000e+00,3.24000e+00,
2.0160100e-04,3.24000e+00,3.28000e+00,
2.0200100e-04,3.28000e+00,3.24000e+00,
2.0240100e-04,3.28000e+00,3.28000e+00,
2.0280101e-04,3.24000e+00,3.24000e+00,
2.0320101e-04,3.28000e+00,3.24000e+00,
2.0360101e-04,3.24000e+00,3.28000e+00,
2.0400101e-04,3.24000e+00,3.28000e+00,
2.0440102e-04,3.28000e+00,3.24000e+00,
2.0480102e-04,3.24000e+00,3.24000e+00,
2.0520102e-04,3.24000e+00,3.28000e+00,
2.0560103e-04,3.24000e+00,3.24000e+00,
2.0600103e-04,3.28000e+00,3.28000e+00,
2.0640103e-04,3.24000e+00,3.28000e+00,
2.0680104e-04,3.24000e+00,3.20000e+00,
2.0720104e-04,3.24000e+00,3.28000e+00,
2.0760104e-04,3.24000e+00,3.24000e+00,
2.0800105e-04,3.24000e+00,3.28000e+00,
2.0840105e-04,3.24000e+00,3.20000e+00,
2.0880105e-04,3.24000e+00,3.24000e+00,
2.0920105e-04,3.24000e+00,3.28000e+00,
2.0960106e-04,3.24000e+00,3.24000e+00,
2.1000106e-04,3.24000e+00,3.28000e+00,
2.1040106e-04,3.24000e+00,3.28000e+00,
2.1080107e-04,3.24000e+00,3.24000e+00,
2.1120107e-04,3.24000e+00,3.28000e+00,
2.1160107e-04,3.24000e+00,3.24000e+00,
2.1200108e-04,3.24000e+00,3.24000e+00,
2.1240108e-04,3.24000e+00,3.28000e+00,
2.1280108e-04,3.24000e+00,3.24000e+00,
2.1320108e-04,3.24000e+00,3.28000e+00,
2.1360109e-04,3.24000e+00,3.28000e+00,
2.1400109e-04,3.24000e+00,3.24000e+00,
2.1440109e-04,3.24000e+00,3.28000e+00,
2.1480110e-04,3.24000e+00,3.24000e+00,
2.1520110e-04,3.24000e+00,3.28000e+00,
2.1560110e-04,3.24000e+00,3.24000e+00,
2.1600111e-04,3.24000e+00,3.24000e+00,
2.1640111e-04,3.28000e+00,3.28000e+00,
2.1680111e-04,3.24000e+00,3.28000e+00,
2.1720112e-04,3.24000e+00,3.24000e+00,
