Time[s],CH1[V],CH2[V],
1.7399963e-05,-4.00000e-02,-7.99999e-02,
1.7599963e-05,-4.00000e-02,-7.99999e-02,
1.7799963e-05,-7.99999e-02,-0.00000e+00,
1.7999962e-05,-4.00000e-02,-0.00000e+00,
1.8199962e-05,-7.99999e-02,-7.99999e-02,
1.8399962e-05,-4.00000e-02,-0.00000e+00,
1.8599962e-05,-7.99999e-02,-7.99999e-02,
1.8799961e-05,-4.00000e-02,-7.99999e-02,
1.8999961e-05,-7.99999e-02,-0.00000e+00,
1.9199961e-05,-7.99999e-02,-0.00000e+00,
1.9399960e-05,-4.00000e-02,-7.99999e-02,
1.9599960e-05,-4.00000e-02,-0.00000e+00,
1.9799960e-05,-4.00000e-02,-0.00000e+00,
1.9999959e-05,-4.00000e-02,-0.00000e+00,
2.0199959e-05,-1.60000e-01,3.36000e+00,
2.0399959e-05,-4.00000e-02,3.32000e+00,
2.0599959e-05,-4.00000e-02,3.32000e+00,
2.0799958e-05,-4.00000e-02,3.32000e+00,
2.0999958e-05,-4.00000e-02,3.32000e+00,
2.1199958e-05,-4.00000e-02,3.32000e+00,
2.1399957e-05,-4.00000e-02,3.32000e+00,
2.1599957e-05,-4.00000e-02,3.32000e+00,
2.1799957e-05,-4.00000e-02,3.32000e+00,
2.1999957e-05,-4.00000e-02,3.28000e+00,
2.2199956e-05,-4.00000e-02,3.32000e+00,
2.2399956e-05,-4.00000e-02,3.32000e+00,
2.2599956e-05,-0.00000e+00,3.28000e+00,
2.2799955e-05,-4.00000e-02,3.32000e+00,
2.2999955e-05,-0.00000e+00,3.28000e+00,
2.3199955e-05,-4.00000e-02,3.28000e+00,
2.3399954e-05,-0.00000e+00,3.32000e+00,
2.3599954e-05,-0.00000e+00,3.32000e+00,
2.3799954e-05,-4.00000e-02,3.28000e+00,
2.3999954e-05,-0.00000e+00,3.28000e+00,
2.4199953e-05,-4.00000e-02,3.32000e+00,
2.4399953e-05,-0.00000e+00,3.28000e+00,
2.4599953e-05,-4.00000e-02,3.32000e+00,
2.4799952e-05,-4.00000e-02,3.32000e+00,
2.4999952e-05,7.99999e-02,-7.99999e-02,
2.5199952e-05,-0.00000e+00,-7.99999e-02,
2.5399951e-05,-4.00000e-02,-1.20000e-01,
2.5599951e-05,-4.00000e-02,-7.99999e-02,
2.5799951e-05,-0.00000e+00,-7.99999e-02,
2.5999951e-05,-4.00000e-02,-7.99999e-02,
2.6199950e-05,-0.00000e+00,-7.99999e-02,
2.6399950e-05,-0.00000e+00,-7.99999e-02,
2.6599950e-05,-4.00000e-02,-7.99999e-02,
2.6799949e-05,-4.00000e-02,-7.99999e-02,
2.6999949e-05,-0.00000e+00,-0.00000e+00,
2.7199949e-05,-4.00000e-02,-7.99999e-02,
2.7399949e-05,-0.00000e+00,-7.99999e-02,
2.7599948e-05,-4.00000e-02,-7.99999e-02,
2.7799948e-05,-4.00000e-02,-0.00000e+00,
2.7999948e-05,-4.00000e-02,-0.00000e+00,
2.8199947e-05,-4.00000e-02,-7.99999e-02,
2.8399947e-05,-4.00000e-02,-7.99999e-02,
2.8599947e-05,-0.00000e+00,-0.00000e+00,
2.8799946e-05,-0.00000e+00,-7.99999e-02,
2.8999946e-05,-4.00000e-02,-0.00000e+00,
2.9199946e-05,-0.00000e+00,-7.99999e-02,
2.9399946e-05,-4.00000e-02,-0.00000e+00,
2.9599945e-05,-4.00000e-02,-7.99999e-02,
2.9799945e-05,-0.00000e+00,-0.00000e+00,
2.9999945e-05,-1.60000e-01,-0.00000e+00,
3.0199944e-05,-0.00000e+00,3.32000e+00,
3.0399944e-05,-4.00000e-02,3.32000e+00,
3.0599946e-05,-0.00000e+00,3.32000e+00,
3.0799947e-05,-4.00000e-02,3.32000e+00,
3.0999949e-05,-0.00000e+00,3.28000e+00,
3.1199950e-05,-4.00000e-02,3.32000e+00,
3.1399952e-05,-0.00000e+00,3.32000e+00,
3.1599953e-05,-0.00000e+00,3.32000e+00,
3.1799955e-05,-4.00000e-02,3.28000e+00,
3.1999956e-05,-4.00000e-02,3.32000e+00,
3.2199958e-05,-0.00000e+00,3.32000e+00,
3.2399959e-05,-0.00000e+00,3.32000e+00,
3.2599961e-05,-4.00000e-02,3.28000e+00,
3.2799962e-05,-4.00000e-02,3.32000e+00,
3.2999964e-05,-0.00000e+00,3.28000e+00,
3.3199965e-05,-4.00000e-02,3.28000e+00,
3.3399967e-05,-0.00000e+00,3.32000e+00,
3.3599968e-05,-4.00000e-02,3.28000e+00,
3.3799970e-05,-0.00000e+00,3.32000e+00,
3.3999971e-05,-4.00000e-02,3.28000e+00,
3.4199973e-05,-0.00000e+00,3.32000e+00,
3.4399975e-05,-0.00000e+00,3.28000e+00,
3.4599976e-05,-4.00000e-02,3.32000e+00,
3.4799978e-05,-4.00000e-02,3.32000e+00,
3.4999979e-05,1.20001e-01,-7.99999e-02,
3.5199981e-05,-0.00000e+00,-7.99999e-02,
3.5399982e-05,-4.00000e-02,-1.20000e-01,
3.5599984e-05,-0.00000e+00,-7.99999e-02,
3.5799985e-05,-4.00000e-02,-7.99999e-02,
3.5999987e-05,-4.00000e-02,-7.99999e-02,
3.6199988e-05,-0.00000e+00,-0.00000e+00,
3.6399990e-05,-0.00000e+00,-7.99999e-02,
3.6599991e-05,-4.00000e-02,-7.99999e-02,
3.6799993e-05,-4.00000e-02,-7.99999e-02,
3.6999994e-05,-0.00000e+00,-0.00000e+00,
3.7199996e-05,-4.00000e-02,-7.99999e-02,
3.7399997e-05,-0.00000e+00,-0.00000e+00,
3.7599999e-05,-4.00000e-02,-0.00000e+00,
3.7800000e-05,-0.00000e+00,-7.99999e-02,
3.8000002e-05,-4.00000e-02,-0.00000e+00,
3.8200003e-05,-0.00000e+00,-7.99999e-02,
3.8400005e-05,-4.00000e-02,-7.99999e-02,
3.8600007e-05,-0.00000e+00,-0.00000e+00,
3.8800008e-05,-4.00000e-02,-7.99999e-02,
3.9000010e-05,-4.00000e-02,-0.00000e+00,
3.9200011e-05,-4.00000e-02,-0.00000e+00,
3.9400013e-05,-0.00000e+00,-7.99999e-02,
3.9600014e-05,-4.00000e-02,-7.99999e-02,
3.9800016e-05,-0.00000e+00,-0.00000e+00,
4.0000017e-05,-1.60000e-01,-7.99999e-02,
4.0200019e-05,-0.00000e+00,3.32000e+00,
4.0400020e-05,-4.00000e-02,3.32000e+00,
4.0600022e-05,-0.00000e+00,3.32000e+00,
4.0800023e-05,-4.00000e-02,3.32000e+00,
4.1000025e-05,-0.00000e+00,3.28000e+00,
4.1200026e-05,-4.00000e-02,3.32000e+00,
4.1400028e-05,-0.00000e+00,3.32000e+00,
4.1600029e-05,-0.00000e+00,3.32000e+00,
4.1800031e-05,-4.00000e-02,3.28000e+00,
4.2000032e-05,-4.00000e-02,3.32000e+00,
4.2200034e-05,-0.00000e+00,3.28000e+00,
4.2400035e-05,-4.00000e-02,3.28000e+00,
4.2600037e-05,-0.00000e+00,3.32000e+00,
4.2800038e-05,-4.00000e-02,3.32000e+00,
4.3000040e-05,-0.00000e+00,3.28000e+00,
4.3200042e-05,-0.00000e+00,3.32000e+00,
4.3400043e-05,-4.00000e-02,3.28000e+00,
4.3600045e-05,-0.00000e+00,3.28000e+00,
4.3800046e-05,-4.00000e-02,3.32000e+00,
4.4000048e-05,-4.00000e-02,3.28000e+00,
4.4200049e-05,-0.00000e+00,3.32000e+00,
4.4400051e-05,-4.00000e-02,3.28000e+00,
4.4600052e-05,-0.00000e+00,3.32000e+00,
4.4800054e-05,-4.00000e-02,3.32000e+00,
4.5000055e-05,1.20001e-01,-0.00000e+00,
4.5200057e-05,-4.00000e-02,-0.00000e+00,
4.5400058e-05,-4.00000e-02,-7.99999e-02,
4.5600060e-05,-4.00000e-02,-7.99999e-02,
4.5800061e-05,-0.00000e+00,-7.99999e-02,
4.6000063e-05,-0.00000e+00,-7.99999e-02,
4.6200064e-05,-4.00000e-02,-7.99999e-02,
4.6400066e-05,-4.00000e-02,-7.99999e-02,
4.6600067e-05,-0.00000e+00,-0.00000e+00,
4.6800069e-05,-0.00000e+00,-7.99999e-02,
4.7000070e-05,-4.00000e-02,-7.99999e-02,
4.7200072e-05,-0.00000e+00,-7.99999e-02,
4.7400074e-05,-4.00000e-02,-7.99999e-02,
4.7600075e-05,-4.00000e-02,-7.99999e-02,
4.7800077e-05,-0.00000e+00,-0.00000e+00,
4.8000078e-05,-4.00000e-02,-7.99999e-02,
4.8200080e-05,-4.00000e-02,-0.00000e+00,
4.8400081e-05,-0.00000e+00,-0.00000e+00,
4.8600083e-05,-4.00000e-02,-7.99999e-02,
4.8800084e-05,-4.00000e-02,-0.00000e+00,
4.9000086e-05,-0.00000e+00,-7.99999e-02,
4.9200087e-05,-4.00000e-02,-0.00000e+00,
4.9400089e-05,-0.00000e+00,-7.99999e-02,
4.9600090e-05,-4.00000e-02,-7.99999e-02,
4.9800092e-05,-0.00000e+00,-0.00000e+00,
5.0000093e-05,-1.60000e-01,-7.99999e-02,
5.0200095e-05,-0.00000e+00,3.32000e+00,
5.0400096e-05,-4.00000e-02,3.32000e+00,
5.0600098e-05,-0.00000e+00,3.32000e+00,
5.0800099e-05,-4.00000e-02,3.32000e+00,
5.1000101e-05,-0.00000e+00,3.32000e+00,
5.1200102e-05,-4.00000e-02,3.32000e+00,
5.1400104e-05,-0.00000e+00,3.32000e+00,
5.1600106e-05,-0.00000e+00,3.32000e+00,
5.1800107e-05,-4.00000e-02,3.28000e+00,
5.2000109e-05,-4.00000e-02,3.32000e+00,
5.2200110e-05,-0.00000e+00,3.32000e+00,
5.2400112e-05,-0.00000e+00,3.32000e+00,
5.2600113e-05,-4.00000e-02,3.28000e+00,
5.2800115e-05,-0.00000e+00,3.32000e+00,
5.3000116e-05,-4.00000e-02,3.28000e+00,
5.3200118e-05,-4.00000e-02,3.32000e+00,
5.3400119e-05,-0.00000e+00,3.28000e+00,
5.3600121e-05,-0.00000e+00,3.28000e+00,
5.3800122e-05,-4.00000e-02,3.32000e+00,
5.4000124e-05,-4.00000e-02,3.28000e+00,
5.4200125e-05,-0.00000e+00,3.32000e+00,
5.4400127e-05,-0.00000e+00,3.28000e+00,
5.4600128e-05,-4.00000e-02,3.32000e+00,
5.4800130e-05,-4.00000e-02,3.32000e+00,
5.5000131e-05,1.20001e-01,-7.99999e-02,
5.5200133e-05,-4.00000e-02,-7.99999e-02,
5.5400134e-05,-0.00000e+00,-7.99999e-02,
5.5600136e-05,-0.00000e+00,-7.99999e-02,
5.5800137e-05,-4.00000e-02,-1.20000e-01,
5.6000139e-05,-4.00000e-02,-7.99999e-02,
5.6200141e-05,-0.00000e+00,-7.99999e-02,
5.6400142e-05,-0.00000e+00,-7.99999e-02,
5.6600144e-05,-4.00000e-02,-7.99999e-02,
5.6800145e-05,-4.00000e-02,-7.99999e-02,
5.7000147e-05,-0.00000e+00,-7.99999e-02,
5.7200148e-05,-4.00000e-02,-7.99999e-02,
5.7400150e-05,-0.00000e+00,-0.00000e+00,
5.7600151e-05,-0.00000e+00,-7.99999e-02,
5.7800153e-05,-4.00000e-02,-0.00000e+00,
5.8000154e-05,-0.00000e+00,-0.00000e+00,
5.8200156e-05,-4.00000e-02,-7.99999e-02,
5.8400157e-05,-4.00000e-02,-7.99999e-02,
5.8600159e-05,-0.00000e+00,-0.00000e+00,
5.8800160e-05,-4.00000e-02,-0.00000e+00,
5.9000162e-05,-0.00000e+00,-7.99999e-02,
5.9200163e-05,-4.00000e-02,-0.00000e+00,
5.9400165e-05,-0.00000e+00,-7.99999e-02,
5.9600166e-05,-4.00000e-02,-0.00000e+00,
5.9800168e-05,-0.00000e+00,-7.99999e-02,
6.0000169e-05,-0.00000e+00,-7.99999e-02,
6.0200171e-05,-1.20000e-01,3.32000e+00,
6.0400173e-05,-0.00000e+00,3.32000e+00,
6.0600174e-05,-4.00000e-02,3.32000e+00,
6.0800176e-05,-4.00000e-02,3.32000e+00,
6.1000177e-05,-0.00000e+00,3.32000e+00,
6.1200175e-05,-0.00000e+00,3.28000e+00,
6.1400176e-05,-4.00000e-02,3.32000e+00,
6.1600178e-05,-4.00000e-02,3.32000e+00,
6.1800180e-05,-0.00000e+00,3.28000e+00,
6.2000181e-05,-0.00000e+00,3.32000e+00,
6.2200183e-05,-4.00000e-02,3.28000e+00,
6.2400184e-05,-0.00000e+00,3.32000e+00,
6.2600186e-05,-4.00000e-02,3.28000e+00,
6.2800187e-05,-4.00000e-02,3.32000e+00,
6.3000189e-05,-0.00000e+00,3.28000e+00,
6.3200190e-05,-4.00000e-02,3.32000e+00,
6.3400192e-05,-0.00000e+00,3.28000e+00,
6.3600193e-05,-0.00000e+00,3.32000e+00,
6.3800195e-05,-4.00000e-02,3.28000e+00,
6.4000196e-05,-0.00000e+00,3.28000e+00,
6.4200198e-05,-4.00000e-02,3.32000e+00,
6.4400199e-05,-4.00000e-02,3.28000e+00,
6.4600201e-05,-0.00000e+00,3.32000e+00,
6.4800202e-05,-4.00000e-02,3.28000e+00,
6.5000204e-05,3.36000e+00,-7.99999e-02,
6.5200205e-05,3.40000e+00,-7.99999e-02,
6.5400207e-05,3.36000e+00,-7.99999e-02,
6.5600208e-05,3.36000e+00,-7.99999e-02,
6.5800210e-05,3.32000e+00,-7.99999e-02,
6.6000212e-05,3.32000e+00,-7.99999e-02,
6.6200213e-05,3.36000e+00,-7.99999e-02,
6.6400215e-05,3.32000e+00,-7.99999e-02,
6.6600216e-05,3.36000e+00,-0.00000e+00,
6.6800218e-05,3.32000e+00,-7.99999e-02,
6.7000219e-05,3.36000e+00,-7.99999e-02,
6.7200221e-05,3.32000e+00,-7.99999e-02,
6.7400222e-05,3.28000e+00,-0.00000e+00,
6.7600224e-05,3.32000e+00,-7.99999e-02,
6.7800225e-05,3.32000e+00,-0.00000e+00,
6.8000227e-05,3.32000e+00,-7.99999e-02,
6.8200228e-05,3.32000e+00,-0.00000e+00,
6.8400230e-05,3.32000e+00,-7.99999e-02,
6.8600231e-05,3.28000e+00,-0.00000e+00,
6.8800233e-05,3.32000e+00,-7.99999e-02,
6.9000234e-05,3.28000e+00,-0.00000e+00,
6.9200236e-05,3.32000e+00,-7.99999e-02,
6.9400237e-05,3.28000e+00,-0.00000e+00,
6.9600239e-05,3.32000e+00,-0.00000e+00,
6.9800240e-05,3.28000e+00,-7.99999e-02,
7.0000242e-05,3.32000e+00,-7.99999e-02,
7.0200243e-05,3.20000e+00,3.32000e+00,
7.0400245e-05,3.32000e+00,3.32000e+00,
7.0600247e-05,3.28000e+00,3.32000e+00,
7.0800248e-05,3.28000e+00,3.32000e+00,
7.1000250e-05,3.32000e+00,3.36000e+00,
7.1200251e-05,3.32000e+00,3.32000e+00,
7.1400253e-05,3.28000e+00,3.28000e+00,
7.1600254e-05,3.28000e+00,3.32000e+00,
7.1800256e-05,3.32000e+00,3.32000e+00,
7.2000257e-05,3.32000e+00,3.32000e+00,
7.2200259e-05,3.28000e+00,3.28000e+00,
7.2400260e-05,3.28000e+00,3.28000e+00,
7.2600262e-05,3.32000e+00,3.32000e+00,
7.2800263e-05,3.28000e+00,3.32000e+00,
7.3000265e-05,3.32000e+00,3.28000e+00,
7.3200266e-05,3.28000e+00,3.28000e+00,
7.3400268e-05,3.32000e+00,3.32000e+00,
7.3600269e-05,3.28000e+00,3.28000e+00,
7.3800271e-05,3.32000e+00,3.32000e+00,
7.4000272e-05,3.32000e+00,3.32000e+00,
7.4200274e-05,3.28000e+00,3.28000e+00,
7.4400275e-05,3.32000e+00,3.28000e+00,
7.4600277e-05,3.28000e+00,3.32000e+00,
7.4800279e-05,3.32000e+00,3.32000e+00,
7.5000280e-05,2.68000e+00,1.12000e+00,
7.5200282e-05,-7.99999e-02,-0.00000e+00,
7.5400283e-05,-1.20000e-01,-7.99999e-02,
7.5600285e-05,-1.20000e-01,-7.99999e-02,
7.5800286e-05,-7.99999e-02,-7.99999e-02,
7.6000288e-05,-7.99999e-02,-7.99999e-02,
7.6200289e-05,-7.99999e-02,-7.99999e-02,
7.6400291e-05,-7.99999e-02,-7.99999e-02,
7.6600292e-05,-4.00000e-02,-0.00000e+00,
7.6800294e-05,-4.00000e-02,-7.99999e-02,
